,sentiment,summary,title,Company Name
247,Neutral," contact or call 1-888-707-5814 if you are unable to login. if you are unable to login, please contact us at 1-888-707-5814 if you are unable to login. if you are unable to login, please contact us at 1-888-707-5814 if you are unable to access your account. click here to log in to your account. click here to log in to your",Page Not Found,Técnicas Reunidas S. A. 
248,Neutral," out of the 352 million registered vehicles in india in September 2023, over 73 percent were two-wheelers. this is a fourfold increase from 2012 but is still much lower than that in many developed countries where the number exceeds 800. Roughly half the Indian population is estimated to walk or use a bicycle to work in india.","Energy News Monitor | Volume XX, Issue 11",Técnicas Reunidas S. A. 
249,Positive, the deal amounts to between $450 million and $550 million. the deal is worth between $7 billion to $9 billion (AED25.7 to AED33 billion) it follows a deal with state-owned Indian oil Corp. Ltd. for the supply of up to 1.2 million metric tons a year of LNG to India. the deal is valued at between $450 million and $550 million. 'we are very pleased to strengthen this relationship through this LNG,ADNOC Inks Up To $550MM LNG Supply Deal with Japan Firm,Técnicas Reunidas S. A. 
250,Neutral," the first stage of the catalina project is undertaken by CIP in partnership with Enagás Renovable, Naturgy and Fertiberia. it involves the development of a 500 MW green hydrogen generation plant that will produce more than 50,000 tonnes per year. the hydrogen produced will be transported via a pipeline 221 kilometres long to major industrial customers in the Mediterranean area. it is estimated that in this first stage Catalina",Técnicas Reunidas begins engineering work on Catalina green-hydrogen project in Spain,Técnicas Reunidas S. A. 
251,Neutral,. - (EN)..............................................,Just a moment...,Atlas Copco Group 
252,Neutral," the first part of the Capital Markets Day will be broadcast live. the second part will be held at the Group's premises in der. participants will get a more in-depth understanding of the Compressor Technique and Power Technique business areas. the first half of the day will be broadcast live. the second half, including the innovation tour, will be available for those attending on-site. participants will be. president and CEO,, CFO",Welcome to Atlas Copco Group's Capital Markets Day 2024,Atlas Copco Group 
253,Neutral," Marcus Hvied is General Manager IT Services and Head of Group IT (Information Technology) he joins the Group in 2018 and has since led the Group common IT organization. he holds a master of science in Applied Information technology from the IT-university in gothenburg, Sweden. he was IT director global IT Shared Services for Assa Abloy.",Atlas Copco Group Announces Change in Group Management,Atlas Copco Group 
254,Positive," Atlas Copco Industrial South Africa has taken hands with the Fountain of Love Orphanage in a bid to fight poverty, keep children safe, help a community and improve lives. the centre is a proudly south African, black-owned, effectively run, full-service orphanage home, based in Katlehong. the centre takes care of 56 children on a full-time basis, providing for their every need. this year we have helped 12",Yes we can change lives! Fountain of Love Orphanage and Atlas Copco partnership brings hope,Atlas Copco Group 
255,Neutral," Market Intelx has recently published a market research report namely Medical Gases Equipment Market. the report covers an overview of the segments and sub-segments including the product types, applications, companies, and regions. it reveals the dynamics of the global Medical Gases Equipment market, future business impact, competition landscape of the companies, and the flow of the global supply and consumption.","Medical Gases Equipment Industry In – Depth Analysis including key players: Air Liquide, Praxair Inc, Taiyo Nippon Sanso Corp – Argyle Report",Atlas Copco Group 
256,Neutral," the report reveals the dynamics of the global Compressor Rental market, future business impact, competition landscape of the companies, and the flow of the global supply and consumption. the report analyses the market status, market share, rate of growth, future trends, market drivers, opportunities and challenges, risks within the global Compressor Rental market. the report also offers Porter’s five forces analysis of the market to elucidate the market dynamics.","Compressor Rental Industry Outlook 2023 | United Rentals, Inc., Caterpillar Inc. – Argyle Report",Atlas Copco Group 
257,Negative," institutional ownership tends to carry a lot of weight, especially with individual investors. largest shareholder is Investor AB (publ) with 17% of shares outstanding. second and third largest shareholders hold 7.2% and 5.7%, respectively, of the shares outstanding. if multiple institutions change their view on a stock at the same time, you could see the share price drop fast.",Atlas Copco AB (STO:ATCO A) is largely controlled by institutional shareholders who own 52% of the company,Atlas Copco Group 
258,Neutral," the acquisition is subject to regulatory approval and is expected to close during the first quarter of 2024. the company provides vacuum valves for the semiconductor market. in 2022, the company had revenues of approximately MKRW 35,000 (MSEK 275*) the acquisition is subject to regulatory approval and is expected to close during the first quarter of 2024. the company will become part of the Semiconductor Chamber Solutions Division within the Vacuum Technique Business",Newswire & Press Release / Atlas Copco to Acquire A Korean Semiconductor Valve Manufacturer - Tools / Hardware - Atlas Copco AB | NewswireToday,Atlas Copco Group 
259,Neutral," Power Rental Market was valued at USD 16.06 Billion in 2019 and is projected to reach USD 29.53 Billion by 2027, growing at a CAGR of 8.53% from 2020 to 2027. report examines factors that contribute to market growth, current obstacles, and potential prospects. report takes into account economic conditions, governmental policies, and consumer preferences that influence market growth in these regions. important suppliers are acknowledged for fostering innovation, investing in research and","Global Power Rental Market Size and Forecast | Aggreko Plc, Caterpillar Atlas Copco Group, Cummins United Rentals Horizon Acquisition, The Hertz Corporation, Generac Power Systems, Speedy Hire Plc – Argyle Report",Atlas Copco Group 
260,Positive," the global Rotary Drilling Rig market is expected to thrive during the forecast period 2024-2028. rising demand from the oil and gas industry and increasing demand for water exploration projects have enabled major companies to make huge investments in the drilling industry. a rotary drilling rig is a fully hydraulic self-propelled crawler drilling rig that uses a fully hydraulic system, some of which are also equipped with a computer operating system.","Global Rotary Drilling Rig Market: Industry Size, Share, Trends, Opportunity and Forecasts to 2028",Atlas Copco Group 
261,Positive," the company said its volume of orders recorded in the past 18 months translated into “considerable” sales growth in the Systems Division. demand for low-density polyethylene (LDPE), ethylene-vinyl acetate (EVA), and polysilicon used for solar panels normalized from its peak. demand for LNG applications receded from its historical highs, especially on the marine side as shipyards producing LNG tankers now stand fully loaded for",Burckhardt delivers ‘strong’ sales growth,Burckhardt Compression 
262,Positive, a company's share price has soared 106% in the last three years. a company's EPS has increased by 29% per year over three years. a company's share price has also increased by 29%. check if analysts think Burckhardt Compression Holding will grow revenue in the future. a company's share price has also increased by 5% in the last year.,Burckhardt Compression Holding (VTX:BCHN) shareholders have earned a 30% CAGR over the last three years,Burckhardt Compression 
263,Positive," PROGNOST Systems and its parent company, burckhardt Compression, have earned the cyber security IEC62443-4-1 certification. the certification covers the entire spectrum of development and product lifecycle for internet-connected devices.",Cyber security certificate achieved,Burckhardt Compression 
264,Positive, the gas compressors market is expected to grow by USD 2.50 billion from 2022 to 2027. the need for energy-efficient compressor systems is a key factor driving market growth. rising focus on economy and energy security is a major trend in the market.,"Gas Compressors Market to grow by USD 2.50 billion from 2022 to 2027, Need for energy-efficient compressor systems to drive the growth - Technavio",Burckhardt Compression 
265,Neutral,. - (EN)..............................................,500 Internal Server Error,Burckhardt Compression 
266,Neutral,. - (EN)..............................................,Just a moment...,Burckhardt Compression 
267,Neutral," labyrinth compressors are used in stationary and marine installations. they are used to compress ammonia in a brewery in Zurich, Switzerland. they were introduced first by Sulzer for ammonia compression in 1935. they have a long industrial heritage, with a long time between overhauls a rarity.",Cornerstones of Compression: The Burckhardt Labyrinth Compressor,Burckhardt Compression 
268,Neutral,. - (EN)..............................................,500 Internal Server Error,Burckhardt Compression 
269,Neutral," the market is estimated to attain a valuation of US$ 591.5 Mn by the end of 2031, states a study by Transparency Market Research (TMR) the market is prognosticated to expand at a CAGR of 5.2% during the forecast period, 2023-2031. the report provides access to critical information such as market growth drivers, market growth restraints, current market trends, the market's economic and financial structure","Compressor Valves Market Production, Growth, Share, Demand and Applications Forecast to 2031",Burckhardt Compression 
270,Neutral," three years after it closed the full acquisition of Arkos Field Services, burckhardt Compression has fully integrated the company into its operations. the transaction gave operators integrated service for reciprocating compressors and other equipment. the company initially purchased a 40% stake in Arkos Group in December 2015.",Burckhardt fully integrates Arkos,Burckhardt Compression 
271,Neutral,. - (EN)..............................................,Tekfen Holding bölünme kararını açıkladı Yazar Halka Arz,Tekfen Holding A.S.
272,Neutral,. - (EN)..............................................,BIST şirketlerinden güncel haberler Yazar Investing.com,Tekfen Holding A.S.
273,Neutral," a consortium of four local companies is confirmed as the winner of two contracts. works should be completed in 26 months, with a ten-year warranty period. the financing for the project comes mainly from EU funds under Romania's national recovery and resilience plan. the Buzau-Focsani motorway will facilitate access to the Neamt touristic area.",Romanian tie-up confirmed as winner of 2.8 bln lei (562 mln euro) motorway contracts,Tekfen Holding A.S.
274,Neutral, Tekfen Holding has announced a partnership and investment deal with petra. the company is the first undergrounding company using autonomous systems to bury critical utilities. Tekfen will implement Petra’s unique undergrounding technology into future construction. the partnership will be completed in a 100-foot pilot tunnel in north american hard rock geologies.,"Tekfen, Petra to introduce hard rock undergrounding tech in EMEA",Tekfen Holding A.S.
275,Neutral," the first crop of Black Bursa figs is expected to start in the third week of august. the most popular variety in turkey is the black bursa fig. the company was acquired in 2018 by Tekfen Holding, one of the largest conglomerates in turkey.",Turkish exporters turn focus to figs,Tekfen Holding A.S.
276,Positive, Turkey construction market is estimated to grow at a CAGR of 5.08% from 2021 to 2026. the growth of the market will be driven by the augmented demand for Turkey real estate properties. get a holistic overview of the market from industry experts to evaluate and develop growth strategies.,Construction Market in Turkey to grow by USD 51.64 billion | Augmented demand for Turkey real estate properties boosts the market - Technavio,Tekfen Holding A.S.
277,Positive," Yigit Gokyigit, commercial coordinator for Alanar, emphasizes it's at least a better season than last year's one. last year was the hardest cherry season of the last couple of decades, for exporters and growers as well. prices are currently at a low point in the season, but gokyigit expects prices to pick up again within a couple of days. gokyigit: ""we will be harvesting",“Cherry prices are at their lowest point now”,Tekfen Holding A.S.
278,Neutral,. - (EN)..............................................,Just a moment...,Tekfen Holding A.S.
279,Neutral,. - (EN)..............................................,Άρης Θεοδώρου (SDENG): Από το Βόλο στο παγκόσμιο Lobby των πετρελαϊκών και το γήπεδο της Barcelona - Mononews.gr,Tekfen Holding A.S.
280,Neutral," this cookie is used to distinguish between humans and bots. it is useful for the web site, in order to make valid reports on the use of their web site. used by Google Analytics to throttle request rate.. cookies are used to collect information on consumer behavior, which is sent to. Alexa Analytics. the company that makes the cookies is not affiliated with. amazon.com. the company that makes the cookies is not affiliated with amazon.com",Turkey's Tekfen to build highway in Qatar worth $2.1 bln,Tekfen Holding A.S.
281,Neutral," the 37-story building will cost the country’s budget a total of 218 million euros. experts unanimously declare that the central bank does not need a new building. the height of the 37-story building will be 168 meters, with a total area of 67,981 square meters.",Experts perplexed as Azerbaijani Central Bank spends 220 mln EUR on new building - JAMnews,Tekfen Insaat Ve Tesisat Anonim Sirketi 
282,Neutral,. - (EN)..............................................,"Tekfen Holding, yenilenebilir enerji sektöründe faaliyet göstermek üzere şirket kuracak Yazar iDealData",Tekfen Insaat Ve Tesisat Anonim Sirketi 
283,Neutral,. - (EN)..............................................,Grindeanu anunţă că s-au depus şase oferte pentru proiectarea şi execuţia Secţiunii 3 (Leghin – Târgu Neamţ) din A 8 / Care sunt ofertele,Tekfen Insaat Ve Tesisat Anonim Sirketi 
284,Neutral,. - (EN)..............................................,"UPDATE - Sorin Grindeanu: Au fost depuse 7 oferte pentru construcţia sectorului din Autostrada Transilvania care cuprinde şi tunelul Meseş / CNAIR: Valoare estimată a contractului de 7,48 miliarde lei fără TVA",Tekfen Insaat Ve Tesisat Anonim Sirketi 
285,Neutral,. - (EN)..............................................,Just a moment...,Tekfen Insaat Ve Tesisat Anonim Sirketi 
286,Neutral,. - (EN)..............................................,"UMBRĂRESCU se bate cu firma-„parazit” care l-a blocat pe Autostrada Moldovei A7, pentru a obține contractul privind construcția primilor kilometri din A8",Tekfen Insaat Ve Tesisat Anonim Sirketi 
287,Neutral,. - (EN)..............................................,Just a moment...,Tekfen Insaat Ve Tesisat Anonim Sirketi 
288,Neutral,. - (EN)..............................................,Metroul din Cluj va fi construit de turci. Doi constructori au depus oferte,Tekfen Insaat Ve Tesisat Anonim Sirketi 
289,Neutral,. - (EN)..............................................,Umbrărescu vrea noi tronsoane din Autostrada Unirii FOTO,Tekfen Insaat Ve Tesisat Anonim Sirketi 
290,Neutral,. - (EN)..............................................,Page not found,Tekfen Insaat Ve Tesisat Anonim Sirketi 
291,Neutral, analysts estimate fair value of balfour beatty plc at £5.90 based on 2 stage growth. a DCF is all about the idea that a dollar in the future is less valuable than a dollar today. a DCF is all about the idea that a dollar in the future is less valuable than a dollar today. a DCF is all about the idea that a dollar in the future is less valuable than a dollar today,Balfour Beatty plc (LON:BBY) Shares Could Be 46% Below Their Intrinsic Value Estimate,BALFOUR BEATTY PLC 
292,Neutral," the new neighborhood, Pine Tree Terrace, will feature three and four-bedroom townhomes designated for privates and junior non-commissioned officers. the project is being developed on a vacant parcel of land within Fort Eisenhower’s on-base family housing community, Providence Family Homes. the vertical construction is expected to commence in march 2024 with completion in late 2025.","Balfour Beatty Communities, U.S. Army Break Ground on New Military Housing at Fort Eisenhower",BALFOUR BEATTY PLC 
293,Neutral," 1.3-million-square-foot, mixed-use Gables Station development will feature 120,000 square feet of retail space, 500 residential units, including 66 furnished extended-stay hotel units, and a 1,000-car parking garage. project will be directly connected to the underline park, a 10-mile, linear park and urban trail designed to transform the land below Miami's metrorail. scheduled for delivery in the fourth quarter of 2020 and designed to achieve LE","NP International Selects Balfour Beatty to Build 1.3-million-square-foot, Mixed-use Gables Station Development",BALFOUR BEATTY PLC 
294,Neutral, Balfour Beatty has started ground investigations on the proposed site for the new hospital in Lochaber. work began at Blar Mhor in Fort William on Monday 23 October and is expected to last for three weeks. construction work on the replacement Belford Hospital is expected to begin in 2025 with an estimated completion date of 2028.,Ground investigations begin at proposed site for new hospital,BALFOUR BEATTY PLC 
295,Neutral," the residential village will be comprised of three lots of four and five storey Georgian-style buildings. it will include 872 student beds configured in pod-style living quarters with spa-like communal baths offering private bathroom and shower stalls. the community will also feature a fitness centre, lounge and study areas, multipurpose space, offices for the University’s Housing & Residence Life department and a variety of community gathering spaces. construction of the",Balfour Beatty reaches Financial Close for student village project at Texas Woman’s University,BALFOUR BEATTY PLC 
296,Positive," Balfour Beatty Living Places has successfully launched two new state-of-the-art Operational Control Hubs. each Hub serves as a control room and allows operational teams to prioritise work based on the location of vehicles and availability of crew members. the data helps to plot works in a digital, live environment, enabling the effective planning of reactive and emergency works. since it launched in 2021, the Hub in Herefordshire has",Balfour Beatty : Living Places launches innovative Operational Control Hubs in Lincolnshire and East Sussex,BALFOUR BEATTY PLC 
297,Neutral,. - (EN)..............................................,Just a moment...,BALFOUR BEATTY PLC 
298,Positive," the precast concrete market is estimated to register a CAGR of 7.2% from 2022 to 2030. the demand for precast concrete is directly proportional to the region's expansion of construction industry. with rapid urbanization, the demand for better residential and commercial facilities has risen.",Precast Concrete Market Expected to Reach $263.71 Billion by 2030 | Exclusive Analysis by The Insight Partners,BALFOUR BEATTY PLC 
299,Neutral," balfour beatty due to carry out work on behalf of Network Rail, Transport for Wales and London Underground. hercules has agreed to be one of six suppliers of labour to Balfour. the work is due to take place between 2024 and 2029.",Hercules Site Services pens labour supply deal with Balfour Beatty,BALFOUR BEATTY PLC 
300,Neutral, the project includes the construction of three new homes designated for senior leaders at the base. initial construction of the three homes will begin in October 2023 and is expected to be completed in September 2024. the multi-phased development project also includes exterior renovations of ten apartment buildings in Doubleday Village at Fort Hamilton Family Homes.,Balfour Beatty Communities Breaks Ground on New Housing at Fort Hamilton,BALFOUR BEATTY PLC 
301,Neutral, one reader will win four tickets to see UNBELIEVABLE plus an overnight stay at a Thistle hotel. the winner will also win a trip to the oscar-nominated film festival in london. the winner will also win a trip to the oscar-nominated film festival in london. he will also be entered to win a trip to the oscar-nom,"The Walking Dead: Daryl Dixon season 2 - Release date speculation, cast and latest news",Dixon Group Europe Limited 
302,Neutral," Melissa McBride has signed on as a series regular for season two of the franchise's latest spinoff series, Daryl Dixon. the deal reunites two of the show's biggest fan favorites, as Carol and Daryl became one of the show's most beloved pairings. season two, which will now be titled The Walking Dead: Daryl Dixon — The Book of Carol — is currently in production in France for a premiere in",Melissa McBride Rejoins ‘Walking Dead’ Spinoff ‘Daryl Dixon’,Dixon Group Europe Limited 
303,Positive," Melissa McBride will join season 2 of the Walking Dead: Daryl Dixon. ""we love the character and we want to keep her in the world of the show,"" showrunner says. ""i'm so excited to continue Carol's journey here,"" McBride says. the series was originally set to star Reedus and McBride in 2020.",Melissa McBride joining 'The Walking Dead: Daryl Dixon' for season 2,Dixon Group Europe Limited 
304,Neutral," acclaimed experimental-rock outfit Oxbow has gone from clearing rooms in the early '90s. the band's dense and challenging early albums found a core of fans drawn to the extremism of the music. in the first decade of the new millennium, Oxbow only issued two proper studio albums. the band's first album was released in april 2001 on neurot records.",Local experimental punk band Oxbow plays rare SF show at Great American,Dixon Group Europe Limited 
305,Neutral," the first season of Daryl Dixon was primarily filmed in France. it's a far cry from the Senoia, Georgia locale where the Walking Dead had been filmed for nearly a decade. the piece was written during the 2023 SAG-AFTRA strike. it's the latest in a long line of io9 news from the actors currently on strike.",The French Crew of Daryl Dixon Took Their Time With Production,Dixon Group Europe Limited 
306,Neutral," anchorage's fund IV has drawn commitments from pensions funds, endowments and fund-of-funds based in australia, the united states, Europe, Asia and the Middle East. the fund commenced raising just over a year ago and is understood to have been oversubscribed when anchorage shut the books last week. the firm had its three managing partners callen O’Brien, Beau Dixon and Simon Woodhouse leading the charge on the cash",Anchorage Capital Partners locks in $500 million-plus for Fund IV,Dixon Group Europe Limited 
307,Neutral," ""I AIN’T GONNA DIE IN HERE'"" picks up where the penultimate episode left off. picks up where the penultimate episode left off. picks up where the penultimate episode left off. picks up where the penultimate episode left off. picks up where the penultimate episode left off. picks up where the penultimate episode left off.",The Walking Dead: Daryl Dixon Season 1 Finale Delivers the Moment We’ve All Been Waiting For,Dixon Group Europe Limited 
308,Neutral," t-mobile expanded its fiber ambitions to a handful of new markets. partnerships with open access fiber network operators include Tillman FiberCo and SiFi Networks. the company launched its first fiber pilot in new york city in 2021. the company is also expanding to Pueblo and Northglenn, Colorado.",T-Mobile's open access fiber strategy gets clearer,Dixon Group Europe Limited 
309,Neutral, Dixon Technologies Ltd. has entered into a Term Sheet with Mega Alliance Holdings Ltd. to form a joint venture for designing and manufacturing mobile communication equipment and related solutions in India. Dixon will hold 51% of equity share capital and Mega Alliance will hold the remaining 49% in the prospective joint venture company.,Dixon Tech To Form JV With Mega Alliance For Making Smartphones,Dixon Group Europe Limited 
310,Neutral," Dixon Technologies has gone through a complete transformation in the last 14 years. the focus for the next 14 years is going to be on global markets and manufacturing units. the company is also working on a lot of initiatives and smart manufacturing, which includes automation, artificial intelligence and machine learning. the focus for the next 14 years is going to be on global markets and setting up manufacturing units in global markets too.",Electronics Manufacturing Sector Needs To Be Self-reliant And Invest Heavily In R&D: Sunil Vachani,Dixon Group Europe Limited 
311,Positive, industrial gas giant beat the Zacks Consensus Estimate for earnings in three of the last four quarters while missing once. the company delivered an earnings surprise of around 2.4% in the last reported quarter. shares of APD have increased 7.3% in the past year compared with a 6.6% decline of the industry.,Air Products (APD) to Report Q4 Earnings: What's in the Offing?,"Air Products and Chemicals, Inc. "
312,Neutral," market intelligencex has recently published a market research report namely Liquid Nitrogen Market. the report covers an overview of the segments and sub-segments including the product types, applications, companies, and regions. it reveals the dynamics of the global Liquid Nitrogen market, future business impact, competition landscape of the companies, and the flow of the global supply and consumption.","Liquid Nitrogen Industry Analysis and Forecast 2023 to 2030 | Air Liquide S.A., Air Products and Chemicals, Inc – Argyle Report","Air Products and Chemicals, Inc. "
313,Negative," the global nitrogen generators market accounted for $11.77 billion in 2018. the market is projected to reach $17.43 billion by 2026, registering a CAGR of 4.9%. North America held the largest share, accounting for nearly two-fifths of the market. nitrogen is also used to reduce the presence of oxygen that may negatively affect product quality.","Nitrogen Generators Market Type, Application, Region, Forecast to Reach $17,762.3 mn by 2030","Air Products and Chemicals, Inc. "
314,Positive," shares of Air Products and Chemicals, Inc. have popped 22.9% over a year against a 4.6% rise of its industry. it has also outperformed the. S&P 500’s roughly 18.4% rise over the same period. over the past two months, the Zacks Consensus Estimate for. fiscal 2023 has increased around 0.2%. the consensus estimate for fiscal 2024 has also been revised 1.8% upward",Why You Should Add Air Products (APD) to Your Portfolio,"Air Products and Chemicals, Inc. "
315,Neutral,. - (EN)..............................................,500 Internal Server Error,"Air Products and Chemicals, Inc. "
316,Positive," the global hydrogen generation market size is estimated to increase by USD 47.84 billion from 2022 to 2027. the market's growth momentum will progress at a CAGR of 5.58% during the forecast period. a few prominent vendors that offer hydrogen generation in the market are Air Liquide SA, Air Products and Chemicals Inc., Claind Srl, Cummins Inc., FuelCell Energy Inc, Green Hydrogen Systems, Hi","Hydrogen Generation Market size to grow by USD 47.84 billion from 2022 to 2027, Air Liquide SA, Air Products and Chemicals Inc., Claind Srl, Cummins Inc. and more among the key companies in the market - Technavio","Air Products and Chemicals, Inc. "
317,Negative, air products and chemicals' fair value estimate is 27% lower than analyst price target. a 2-stage model is used to estimate the company's intrinsic value. a conservative growth rate is used that cannot exceed that of a country's GDP growth. the company's fair value estimate is 27% lower than analyst price target of US$330. a 10-year cash flow estimate is based on a 10-year growth rate of 5% ,"Estimating The Fair Value Of Air Products and Chemicals, Inc. (NYSE:APD)","Air Products and Chemicals, Inc. "
318,Neutral," shares of Air Products & Chemicals Inc (Symbol: APD) crossed above their 200 day moving average of $288.14. the company is currently trading up about 1.6% on the day. looking at the chart above, APD's low point in its 52 week range is $247.13 per share, with $328.56 as the 52 week high point.",Air Products & Chemicals (APD) Shares Cross Above 200 DMA,"Air Products and Chemicals, Inc. "
319,Negative," Air Products and Chemicals Inc. and Air Products LLC allege the expected sale and conveyance of the Federal Helium System in January 2024 to a private entity will hurt their ability to compete in the gas industry. the companies sought a preliminary injunction, alleging the government’s invitation for bids to...",Helium Sellers Lack Standing to Challenge System Sale by US,"Air Products and Chemicals, Inc. "
320,Neutral,. - (EN)..............................................,500 Internal Server Error,"Air Products and Chemicals, Inc. "
321,Neutral,. - (EN)..............................................,500 Internal Server Error,Halliburton Company 
322,Neutral," state-owned Indian oil corporation ( IOC ) has acquired Mercator Petroleum for about Rs 148 crore in an insolvency proceeding. the company will pay Rs 135 crore to secured financial creditors, who had admitted claims of Rs 291 crore. it is the second PSU to have acquired a company in an solvency proceeding. in march this year, india's largest gas firm GAIL acquired insolvent private-sector chemical company J",IOC acquires Mercator Petroleum for Rs 148 crore - ET EnergyWorld,Halliburton Company 
323,Positive, halliburton co. HAL rallies 2.97% to $40.59. the stock closed $3.26 short of its 52-week high ($43.85) this was the company's second consecutive day of gains.,Halliburton Co. stock outperforms market on strong trading day,Halliburton Company 
324,Neutral,. - (EN)..............................................,500 Internal Server Error,Halliburton Company 
325,Neutral, halliburton's third quarter 2023 earnings conference call is being recorded. all participants are in a listen-only mode. after the speakers' presentation there will be a question-and-answer session. a recording of today's webcast will be available for seven days on halliburton's website.,Halliburton Company (NYSE:HAL) Q3 2023 Earnings Call Transcript,Halliburton Company 
326,Neutral,. - (EN)..............................................,500 Internal Server Error,Halliburton Company 
327,Neutral," this report examines the market’s top players, including their company strategy, financial position, and upcoming products. the segmentation of the industry is one of the valid pointers to the industry with a keen viewpoint regarding the product’s classification. it also enumerates the key players in the industry and its degree of market sustainability and. it also enumerates the key players in the industry and its degree of market sustainability and.","Specialty Oilfield Chemicals Market Growing Rapidly by Schlumberger, Halliburton, Dow, BASF, Akzonobel NV – Argyle Report",Halliburton Company 
328,Neutral," collaboration combines core lab's expertise in pore-scale digital rock analysis. pore-scale simulations will enable U.S. clients to run pore-scale simulations in parallel. in 2023, Halliburton joined Core's Carbon Capture and Sequestration Consortium.",CORE LABORATORIES AND HALLIBURTON ANNOUNCE COLLABORATION TO INTEGRATE DIGITAL ROCK CAPABILITIES WITH LABORATORY MEASURED DATA,Halliburton Company 
329,Neutral," our fair value estimate is 3.8% higher than halliburton's analyst price target of US$47.66. we will use the Discounted Cash Flow (DCF) model on this occasion. if you still have some burning questions about this type of valuation, take a look at the Simply Wall St analysis model.",Calculating The Intrinsic Value Of Halliburton Company (NYSE:HAL),Halliburton Company 
330,Positive, Halliburton Company (HAL) stock is lower by 0.16% over the past week and gets a Bullish rating from InvestorsObserver Sentiment Indicator. find out what this means for you and get the rest of the rankings on HAL.,How Will the Market React to Halliburton Company (HAL) Stock Getting a Bullish Rating,Halliburton Company 
